,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemical_distsv,lf_disease_distsv,label,orig_index,olabel
1843,cyclophosphamide,9,10,65,81,Haemorrhagic myocarditis is a rare but important complication of cyclophosphamide therapy.,11271907_1,0,-1,0,1843,0
1853,anthracycline,4,5,35,48,The cardiotoxicity of conventional anthracycline therapy highlights a need to search for methods that are highly sensitive and capable of predicting cardiac dysfunction.,11279304_2,0,-1,0,1853,0
1862,daunorubicin,34,35,221,233,We measured the plasma level of brain natriuretic peptide (BNP) to determine whether BNP might serve as a simple diagnostic indicator of anthracycline-induced cardiotoxicity in patients with acute leukemia treated with a daunorubicin (DNR)-containing regimen.,11279304_3,0,-1,0,1862,0
2193,"1-[2-(3,4-dichlorophenyl)ethyl]-4-methylpiperazine",24,25,192,242,"Therefore, three novel sigma receptor ligands with antagonist activity were evaluated in Swiss Webster mice: BD1018 (3S-1-[2-(3,4-dichlorophenyl)ethyl]-1,4-diazabicyclo[4.3.0]nonane), BD1063 (1-[2-(3,4-dichlorophenyl)ethyl]-4-methylpiperazine), and LR132 (1R,2S-(+)-cis-N-[2-(3,4-dichlorophenyl)ethyl]-2-(1-pyrrolidinyl)cyclohexylamine).",11426838_2,0,-1,0,2193,0
2261,bupivacaine,6,7,37,48,"We compared the systemic toxicity of bupivacaine, levobupivacaine, and ropivacaine in anesthetized rats.",11524350_1,0,-1,0,2261,0
2266,Bupivacaine,0,1,0,11,"Bupivacaine, levobupivacaine, or ropivacaine was infused at a rate of 2 mg.",11524350_3,0,-1,0,2266,0
2277,bupivacaine,18,19,122,133,The cumulative doses of levobupivacaine and ropivacaine that produced seizures were similar and were larger than those of bupivacaine.,11524350_9,0,-1,0,2277,0
2282,bupivacaine,26,27,173,184,"The cumulative doses of levobupivacaine that produced dysrhythmias and asystole were smaller than the corresponding doses of ropivacaine, but they were larger than those of bupivacaine.",11524350_10,0,-1,0,2282,0
2286,bupivacaine,15,16,106,117,We conclude that the systemic toxicity of levobupivacaine is intermediate between that of ropivacaine and bupivacaine when administered at the same rate and that ropivacaine-induced cardiac arrest appears to be more susceptible to treatment than that induced by bupivacaine or levobupivacaine.,11524350_13,0,-1,0,2286,0
2288,bupivacaine,38,39,262,273,We conclude that the systemic toxicity of levobupivacaine is intermediate between that of ropivacaine and bupivacaine when administered at the same rate and that ropivacaine-induced cardiac arrest appears to be more susceptible to treatment than that induced by bupivacaine or levobupivacaine.,11524350_13,0,-1,0,2288,0
2291,risperidone,7,8,61,72,Withdrawal-emergent rabbit syndrome during dose reduction of risperidone.,11532387_0,0,-1,0,2291,0
2295,risperidone,8,9,50,61,The patient developed RS during dose reduction of risperidone.,11532387_3,0,-1,0,2295,0
2296,trihexyphenidyl,6,7,42,57,The symptom was treated successfully with trihexyphenidyl anticholinergic therapy.,11532387_4,0,-1,0,2296,0
2298,risperidone,19,20,127,138,"The underlying mechanism of withdrawal-emergent RS in the present case may have been related to the pharmacological profile of risperidone, a serotonin-dopamine antagonist, suggesting the pathophysiologic influence of the serotonin system in the development of RS.",11532387_5,0,-1,0,2298,0
2304,cisapride,8,9,68,77,"Pharmacokinetic/pharmacodynamic assessment of the effects of E4031, cisapride, terfenadine and terodiline on monophasic action potential duration in dog.1.",11569530_0,0,-1,0,2304,0
2305,terfenadine,10,11,79,90,"Pharmacokinetic/pharmacodynamic assessment of the effects of E4031, cisapride, terfenadine and terodiline on monophasic action potential duration in dog.1.",11569530_0,0,-1,0,2305,0
2306,terodiline,12,13,95,105,"Pharmacokinetic/pharmacodynamic assessment of the effects of E4031, cisapride, terfenadine and terodiline on monophasic action potential duration in dog.1.",11569530_0,0,-1,0,2306,0
2316,terfenadine,17,18,87,98,TDP is a side-effect that has led to withdrawal of several drugs from the market (e.g. terfenadine and terodiline).,11569530_2,0,-1,0,2316,0
2317,terodiline,19,20,103,113,TDP is a side-effect that has led to withdrawal of several drugs from the market (e.g. terfenadine and terodiline).,11569530_2,0,-1,0,2317,0
2322,terfenadine,13,14,78,89,"Four compounds known to increase QT interval and cause TDP were investigated: terfenadine, terodiline, cisapride and E4031.",11569530_5,0,-1,0,2322,0
2323,terodiline,15,16,91,101,"Four compounds known to increase QT interval and cause TDP were investigated: terfenadine, terodiline, cisapride and E4031.",11569530_5,0,-1,0,2323,0
2324,cisapride,17,18,103,112,"Four compounds known to increase QT interval and cause TDP were investigated: terfenadine, terodiline, cisapride and E4031.",11569530_5,0,-1,0,2324,0
2334,terfenadine,10,11,53,64,"These data indicate that the free ED50 in plasma for terfenadine (1.9 nM), terodiline (76 nM), cisapride (11 nM) and E4031 (1.9 nM) closely correlate with the free concentration in man causing QT effects.",11569530_9,0,-1,0,2334,0
2335,terodiline,16,17,75,85,"These data indicate that the free ED50 in plasma for terfenadine (1.9 nM), terodiline (76 nM), cisapride (11 nM) and E4031 (1.9 nM) closely correlate with the free concentration in man causing QT effects.",11569530_9,0,-1,0,2335,0
2336,cisapride,22,23,95,104,"These data indicate that the free ED50 in plasma for terfenadine (1.9 nM), terodiline (76 nM), cisapride (11 nM) and E4031 (1.9 nM) closely correlate with the free concentration in man causing QT effects.",11569530_9,0,-1,0,2336,0
2340,terfenadine,10,11,49,60,"For compounds that have shown TDP in the clinic (terfenadine, terodiline, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins.",11569530_10,0,-1,0,2340,0
2341,terodiline,12,13,62,72,"For compounds that have shown TDP in the clinic (terfenadine, terodiline, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins.",11569530_10,0,-1,0,2341,0
2342,cisapride,14,15,74,83,"For compounds that have shown TDP in the clinic (terfenadine, terodiline, cisapride) there is little differentiation between the dog ED50 and the efficacious free plasma concentrations in man (< 10-fold) reflecting their limited safety margins.",11569530_10,0,-1,0,2342,0
2379,Sirolimus,0,1,0,9,Sirolimus and mycophenolate mofetil for calcineurin-free immunosuppression in renal transplant recipients.,11583940_0,0,-1,0,2379,0
2384,cyclosporine,5,6,32,44,"Calcineurin inhibitors, such as cyclosporine and tacrolimus, have been available for almost 20 years.",11583940_1,0,-1,0,2384,0
2385,tacrolimus,7,8,49,59,"Calcineurin inhibitors, such as cyclosporine and tacrolimus, have been available for almost 20 years.",11583940_1,0,-1,0,2385,0
2395,sirolimus,9,10,75,84,"Two recently available immunosuppressive agents, mycophenolate mofetil and sirolimus (rapamycin), have no nephrotoxicity.",11583940_5,0,-1,0,2395,0
2396,rapamycin,11,12,86,95,"Two recently available immunosuppressive agents, mycophenolate mofetil and sirolimus (rapamycin), have no nephrotoxicity.",11583940_5,0,-1,0,2396,0
2425,citalopram,8,9,49,59,We report a favorable response to treatment with citalopram by a 15-year-old boy with major depression who exhibited palpebral twitching during his first 2 weeks of treatment.,11642480_2,0,-1,0,2425,0
2429,citalopram,8,9,36,46,This may have been a side effect of citalopram as it remitted with redistribution of doses.,11642480_3,0,-1,0,2429,0
2430,sulphasalazine,2,3,11,25,The 3-week sulphasalazine syndrome strikes again.,11672959_0,0,-1,0,2430,0
2431,sulphasalazine,25,26,144,158,"A 34-year-old lady developed a constellation of dermatitis, fever, lymphadenopathy and hepatitis, beginning on the 17th day of a course of oral sulphasalazine for sero-negative rheumatoid arthritis.",11672959_1,0,-1,0,2431,0
2451,sulphasalazine,20,21,125,139,"It is thought that the clinico-pathological features and chronology of this case bore the hallmarks of the so-called ""3-week sulphasalazine syndrome"", a rare, but often fatal, immunoallergic reaction to sulphasalazine.",11672959_6,0,-1,0,2451,0
2453,sulphasalazine,34,35,203,217,"It is thought that the clinico-pathological features and chronology of this case bore the hallmarks of the so-called ""3-week sulphasalazine syndrome"", a rare, but often fatal, immunoallergic reaction to sulphasalazine.",11672959_6,0,-1,0,2453,0
2486,paracetamol,4,5,31,42,Tolerability of nimesulide and paracetamol in patients with NSAID-induced urticaria/angioedema.,11694026_0,0,-1,0,2486,0
2489,paracetamol,8,9,59,70,"Previous studies evaluated the tolerance of nimesulide and paracetamol in subjects with cutaneous, respiratory and anaphylactoid reactions induced by nonsteroidal anti-inflammatory drugs (NSAIDs).",11694026_1,0,-1,0,2489,0
2494,paracetamol,11,12,77,88,In this study we investigated tolerability and reliability of nimesulide and paracetamol in a very large number of patients with an exclusive well-documented history of NSAID-induced urticaria/angioedema.,11694026_2,0,-1,0,2494,0
2496,paracetamol,17,18,102,113,"Furthermore, we evaluated whether some factors have the potential to increase the risk of reaction to paracetamol and nimesulide.",11694026_3,0,-1,0,2496,0
2499,paracetamol,8,9,72,83,A single-placebo-controlled oral challenge procedure with nimesulide or paracetamol was applied to 829 patients with a history of NSAID-induced urticaria/angioedema.,11694026_4,0,-1,0,2499,0
2502,paracetamol,14,15,73,84,A total of 75/829 (9.4%) patients experienced reactions to nimesulide or paracetamol.,11694026_5,0,-1,0,2502,0
2505,paracetamol,26,27,131,142,"Of the 715 patients tested with nimesulide 62 (8.6%) showed a positive test, while of 114 subjects submitted to the challenge with paracetamol, 13 (9.6%) did not tolerate this drug.",11694026_6,0,-1,0,2505,0
2511,paracetamol,12,13,76,87,"Taken together, our results confirm the good tolerability of nimesulide and paracetamol in patients who experienced urticaria/angioedema caused by NSAIDs.",11694026_8,0,-1,0,2511,0
2616,cisplatin,5,6,20,29,A Phase II trial of cisplatin plus WR-2721 (amifostine) for metastatic breast carcinoma: an Eastern Cooperative Oncology Group Study (E8188).BACKGROUND: Cisplatin has minimal antitumor activity when used as second- or third-line treatment of metastatic breast carcinoma.,11745184_0,0,-1,0,2616,0
2621,Cisplatin,24,25,153,162,A Phase II trial of cisplatin plus WR-2721 (amifostine) for metastatic breast carcinoma: an Eastern Cooperative Oncology Group Study (E8188).BACKGROUND: Cisplatin has minimal antitumor activity when used as second- or third-line treatment of metastatic breast carcinoma.,11745184_0,0,-1,0,2621,0
2627,cisplatin,16,17,76,85,Older reports suggest an objective response rate of 8% when 60-120 mg/m2 of cisplatin is administered every 3-4 weeks.,11745184_1,0,-1,0,2627,0
2629,cisplatin,8,9,55,64,"Although a dose-response effect has been observed with cisplatin, the dose-limiting toxicities associated with cisplatin (e.g., nephrotoxicity, ototoxicity, and neurotoxicity) have limited its use as a treatment for breast carcinoma.",11745184_2,0,-1,0,2629,0
2631,cisplatin,15,16,111,120,"Although a dose-response effect has been observed with cisplatin, the dose-limiting toxicities associated with cisplatin (e.g., nephrotoxicity, ototoxicity, and neurotoxicity) have limited its use as a treatment for breast carcinoma.",11745184_2,0,-1,0,2631,0
2637,amifostine,2,3,11,21,WR-2721 or amifostine initially was developed to protect military personnel in the event of nuclear war.,11745184_3,0,-1,0,2637,0
2640,Amifostine,0,1,0,10,Amifostine subsequently was shown to protect normal tissues from the toxic effects of alkylating agents and cisplatin without decreasing the antitumor effect of the chemotherapy.,11745184_4,0,-1,0,2640,0
2643,cisplatin,16,17,108,117,Amifostine subsequently was shown to protect normal tissues from the toxic effects of alkylating agents and cisplatin without decreasing the antitumor effect of the chemotherapy.,11745184_4,0,-1,0,2643,0
2645,cisplatin,3,4,16,25,"Early trials of cisplatin and amifostine also suggested that the incidence and severity of cisplatin-induced nephrotoxicity, ototoxicity, and neuropathy were reduced.",11745184_5,0,-1,0,2645,0
2646,amifostine,5,6,30,40,"Early trials of cisplatin and amifostine also suggested that the incidence and severity of cisplatin-induced nephrotoxicity, ototoxicity, and neuropathy were reduced.",11745184_5,0,-1,0,2646,0
2650,cisplatin,10,11,48,57,"METHODS: A Phase II study of the combination of cisplatin plus amifostine was conducted in patients with progressive metastatic breast carcinoma who had received one, but not more than one, chemotherapy regimen for metastatic disease.",11745184_6,0,-1,0,2650,0
2651,amifostine,12,13,63,73,"METHODS: A Phase II study of the combination of cisplatin plus amifostine was conducted in patients with progressive metastatic breast carcinoma who had received one, but not more than one, chemotherapy regimen for metastatic disease.",11745184_6,0,-1,0,2651,0
2655,amifostine,2,3,18,28,"Patients received amifostine, 910 mg/m2 intravenously over 15 minutes.",11745184_7,0,-1,0,2655,0
2657,cisplatin,7,8,45,54,"After completion of the amifostine infusion, cisplatin 120 mg/m2 was administered over 30 minutes.",11745184_8,0,-1,0,2657,0
2660,cisplatin,9,10,69,78,Intravenous hydration and mannitol was administered before and after cisplatin.,11745184_9,0,-1,0,2660,0
2667,cisplatin,5,6,32,41,CONCLUSIONS: The combination of cisplatin and amifostine in this study resulted in an overall response rate of 16%.,11745184_17,0,-1,0,2667,0
2668,amifostine,7,8,46,56,CONCLUSIONS: The combination of cisplatin and amifostine in this study resulted in an overall response rate of 16%.,11745184_17,0,-1,0,2668,0
